Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Category,Item_Visibility_MeanRatio
FDG53,10.0,Low Fat,0.046116319,Frozen Foods,141.818,OUT017,2007,Small,Tier 2,Supermarket Type1,838.908,18,Food,0.9027357327153367
FDT25,7.5,Low Fat,0.050957715,Canned,122.4072,OUT018,2009,Medium,Tier 3,Supermarket Type2,2572.6512,16,Food,1.002313593106309
FDM39,12.857645184135976,Low Fat,0.053211728,Dairy,177.6002,OUT027,1985,Medium,Tier 3,Supermarket Type3,8417.7094,40,Food,0.8769841001435918
FDW35,10.6,Low Fat,0.011111714,Breads,43.8454,OUT045,2002,Small,Tier 2,Supermarket Type1,671.1264,23,Food,0.8888487802825569
FDD10,20.6,Regular,0.077029195,Snack Foods,177.2344,OUT010,1998,Small,Tier 3,Grocery Store,892.172,27,Food,1.7540087591209341
FDH08,12.857645184135976,Low Fat,0.017344679,Fruits and Vegetables,230.801,OUT027,1985,Medium,Tier 3,Supermarket Type3,5283.123,40,Food,0.8387620465166843
DRG37,16.2,Low Fat,0.019457372,Soft Drinks,153.9972,OUT018,2009,Medium,Tier 3,Supermarket Type2,1246.3776,16,Drinks,0.9060276826247418
FDU01,20.25,Regular,0.012063121,Canned,183.5924,OUT017,2007,Small,Tier 2,Supermarket Type1,2406.2012,18,Food,0.8465682835949336
NCZ17,12.15,Low Fat,0.079755214,Health and Hygiene,36.6506,OUT018,2009,Medium,Tier 3,Supermarket Type2,493.3578,16,Non-Consumable,1.0615654769335816
FDU34,12.857645184135976,Low Fat,0.074830794,Snack Foods,125.9046,OUT027,1985,Medium,Tier 3,Supermarket Type3,4482.1656,40,Food,0.9940996019842483
FDB16,8.21,Low Fat,0.044917289,Dairy,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1133.8574,21,Food,0.9992989801574009
FDG10,6.63,Regular,0.018310142,Snack Foods,57.7588,OUT010,1998,Small,Tier 3,Grocery Store,57.2588,27,Food,1.3524275683463347
FDH46,6.935,Regular,0.041247932,Snack Foods,101.8332,OUT013,1987,High,Tier 3,Supermarket Type1,2255.7304,38,Food,0.9989272315621421
FDC16,12.857645184135976,Regular,0.0204702,Dairy,88.254,OUT027,1985,Medium,Tier 3,Supermarket Type3,2510.066,40,Food,1.1594168234859223
FDH50,15.0,Regular,0.161404914,Canned,185.8266,OUT035,2004,Small,Tier 2,Supermarket Type1,1844.266,21,Food,0.9989697494246089
NCZ18,7.825,Low Fat,0.186067862,Household,255.4698,OUT046,1997,Small,Tier 1,Supermarket Type1,5073.396,28,Non-Consumable,1.0357575850737288
FDJ32,10.695,Low Fat,0.057792343,Fruits and Vegetables,61.4536,OUT046,1997,Small,Tier 1,Supermarket Type1,428.7752,28,Food,1.0009125097820553
DRI23,18.85,Low Fat,0.0,Hard Drinks,162.0578,OUT035,2004,Small,Tier 2,Supermarket Type1,3209.156,21,Drinks,0.0
DRD01,12.1,Regular,0.061270647,Soft Drinks,53.2614,OUT049,1999,Medium,Tier 1,Supermarket Type1,386.8298,26,Drinks,0.9989328079988072
FDY02,8.945,Regular,0.087823675,Dairy,261.091,OUT045,2002,Small,Tier 2,Supermarket Type1,3418.883,23,Food,0.9445792754083021
FDG38,8.975,Regular,0.05281112,Canned,86.6224,OUT049,1999,Medium,Tier 1,Supermarket Type1,1704.448,26,Food,1.0436450112926823
NCG30,20.2,Low Fat,0.112495847,Household,124.4046,OUT049,1999,Medium,Tier 1,Supermarket Type1,1120.5414,26,Non-Consumable,0.8904319475981373
FDO31,6.76,Regular,0.029100745,Fruits and Vegetables,80.696,OUT018,2009,Medium,Tier 3,Supermarket Type2,559.272,16,Food,1.0032598767785705
NCU42,9.0,Low Fat,0.019546214,Household,168.1474,OUT045,2002,Small,Tier 2,Supermarket Type1,4211.185,23,Non-Consumable,1.0006469714736825
NCG30,20.2,Low Fat,0.112549008,Household,123.1046,OUT045,2002,Small,Tier 2,Supermarket Type1,1120.5414,23,Non-Consumable,0.8908527298228026
NCA30,19.0,Low Fat,0.0,Household,189.1872,OUT046,1997,Small,Tier 1,Supermarket Type1,567.2616,28,Non-Consumable,0.0
FDF29,15.1,Regular,0.019917598,Frozen Foods,129.431,OUT013,1987,High,Tier 3,Supermarket Type1,3505.437,38,Food,0.9992148695564831
FDI14,14.1,Low Fat,0.089817198,Canned,142.7496,OUT049,1999,Medium,Tier 1,Supermarket Type1,3528.74,26,Food,1.0003712789356125
FDY57,20.2,Regular,0.121442754,Snack Foods,94.9752,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,26,Food,0.9997991614534649
FDT27,12.857645184135976,Regular,0.069250192,Meat,232.9616,OUT027,1985,Medium,Tier 3,Supermarket Type3,3515.424,40,Food,0.9959214820154165
FDM46,12.857645184135976,Low Fat,0.159193194,Snack Foods,92.712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3635.268,40,Food,0.9954459128777604
NCD30,12.857645184135976,Low Fat,0.0,Household,98.1726,OUT027,1985,Medium,Tier 3,Supermarket Type3,978.726,40,Non-Consumable,0.0
FDJ15,12.857645184135976,Regular,0.023209537,Dairy,183.3608,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064,40,Food,0.9947238298411444
NCW05,20.25,Low Fat,0.148372897,Health and Hygiene,108.8938,OUT045,2002,Small,Tier 2,Supermarket Type1,3644.5892,23,Non-Consumable,1.0002362242582232
FDT13,14.85,Low Fat,0.0,Canned,187.7214,OUT010,1998,Small,Tier 3,Grocery Store,188.4214,27,Food,0.0
NCP06,20.7,Low Fat,0.065689432,Household,149.7366,OUT010,1998,Small,Tier 3,Grocery Store,151.1366,27,Non-Consumable,1.5255848427158958
FDP03,5.15,Regular,0.061301149,Meat,122.1388,OUT045,2002,Small,Tier 2,Supermarket Type1,2352.9372,23,Food,1.0506024097860445
NCM30,12.857645184135976,Low Fat,0.117825569,Household,43.2796,OUT019,1985,Small,Tier 1,Grocery Store,41.2796,40,Non-Consumable,1.5801104343337504
FDK20,12.6,Regular,0.04152307,Fruits and Vegetables,124.3072,OUT013,1987,High,Tier 3,Supermarket Type1,5022.7952,38,Food,1.029625238543517
FDX01,10.1,Low Fat,0.024201905,Canned,114.915,OUT049,1999,Medium,Tier 1,Supermarket Type1,2796.36,26,Food,0.900082470073219
FDV57,15.25,Regular,0.066269294,Snack Foods,179.666,OUT017,2007,Small,Tier 2,Supermarket Type1,6471.576,18,Food,1.4074864720537155
FDY34,10.5,Regular,0.01100413,Snack Foods,167.1842,OUT045,2002,Small,Tier 2,Supermarket Type1,2984.1156,23,Food,0.8707707306110597
FDP37,12.857645184135976,Low Fat,0.250560049,Breakfast,126.9994,OUT019,1985,Small,Tier 1,Grocery Store,385.4982,40,Food,1.5193792756190687
FDP22,14.65,Regular,0.099113429,Snack Foods,52.8666,OUT035,2004,Small,Tier 2,Supermarket Type1,461.3994,21,Food,1.1966322541388823
FDS25,6.885,Regular,0.140008554,Canned,108.7228,OUT046,1997,Small,Tier 1,Supermarket Type1,2542.0244,28,Food,0.9986188148181346
NCY18,7.285,Low Fat,0.031278532,Household,176.0054,OUT018,2009,Medium,Tier 3,Supermarket Type2,2626.581,16,Non-Consumable,0.9334195489356641
FDO08,11.1,Regular,0.05373063,Fruits and Vegetables,165.1526,OUT013,1987,High,Tier 3,Supermarket Type1,1480.0734,38,Food,0.9324508052281226
NCI43,12.857645184135976,Low Fat,0.025842951,Household,48.6376,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816,40,Non-Consumable,0.9945166277834587
FDH16,10.5,Low Fat,0.052555346,Frozen Foods,89.683,OUT046,1997,Small,Tier 1,Supermarket Type1,988.713,28,Food,0.9996928069134103
NCZ05,12.857645184135976,Low Fat,0.10178199,Health and Hygiene,104.699,OUT019,1985,Small,Tier 1,Grocery Store,103.199,40,Non-Consumable,1.4007528934002886
DRE49,20.75,Low Fat,0.021293097,Soft Drinks,151.9024,OUT045,2002,Small,Tier 2,Supermarket Type1,2732.4432,23,Drinks,1.1732928366077304
FDO09,12.857645184135976,Regular,0.124668026,Snack Foods,261.091,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811,40,Food,1.1946887992513293
FDA08,11.85,Regular,0.050043472,Fruits and Vegetables,164.6526,OUT013,1987,High,Tier 3,Supermarket Type1,2137.8838,38,Food,0.887770305477143
NCD55,14.0,Low Fat,0.024468806,Household,41.1454,OUT017,2007,Small,Tier 2,Supermarket Type1,503.3448,18,Non-Consumable,0.8602405774714323
NCR50,20.2,Low Fat,0.01181025,Household,154.634,OUT013,1987,High,Tier 3,Supermarket Type1,4287.752,38,Non-Consumable,1.0001980028306443
NCC06,19.0,Low Fat,0.027028323,Household,127.0336,OUT049,1999,Medium,Tier 1,Supermarket Type1,3962.8416,26,Non-Consumable,0.9999600435126147
FDC34,16.0,Regular,0.172615327,Snack Foods,154.5972,OUT013,1987,High,Tier 3,Supermarket Type1,1869.5664,38,Food,0.8871378289416129
FDQ49,12.857645184135976,Regular,0.06871772,Breakfast,155.563,OUT019,1985,Small,Tier 1,Grocery Store,469.389,40,Food,1.5222707379662688
FDS60,20.85,Low Fat,0.032421521,Baking Goods,181.666,OUT013,1987,High,Tier 3,Supermarket Type1,1438.128,38,Food,0.9984059742894654
FDP10,19.0,Low Fat,0.127983545,Snack Foods,107.6622,OUT013,1987,High,Tier 3,Supermarket Type1,1270.3464,38,Food,0.998686261079795
FDW46,13.0,Regular,0.070288365,Snack Foods,64.3484,OUT035,2004,Small,Tier 2,Supermarket Type1,2218.4456,21,Food,0.8871951436937616
FDG53,10.0,Low Fat,0.076755106,Frozen Foods,141.618,OUT010,1998,Small,Tier 3,Grocery Store,139.818,27,Food,1.5024958270098128
FDP57,17.5,Low Fat,0.052434201,Snack Foods,103.999,OUT035,2004,Small,Tier 2,Supermarket Type1,1857.582,21,Food,1.2461594543818906
NCP43,12.857645184135976,Low Fat,0.053413906,Others,181.766,OUT019,1985,Small,Tier 1,Grocery Store,179.766,40,Non-Consumable,1.5207024267092824
FDW49,19.5,Low Fat,0.083019163,Canned,180.2002,OUT017,2007,Small,Tier 2,Supermarket Type1,5193.9058,18,Food,1.0335903240849202
FDA28,16.1,Regular,0.080010553,Frozen Foods,124.2362,OUT010,1998,Small,Tier 3,Grocery Store,377.5086,27,Food,1.5037478414667425
NCS42,8.6,Low Fat,0.069403341,Household,91.2146,OUT035,2004,Small,Tier 2,Supermarket Type1,2554.0088,21,Non-Consumable,0.9980588043613962
FDP21,12.857645184135976,Regular,0.025616191,Snack Foods,188.1872,OUT027,1985,Medium,Tier 3,Supermarket Type3,6239.8776,40,Food,0.8370126276182733
DRJ39,20.25,Low Fat,0.036326064,Dairy,220.1482,OUT046,1997,Small,Tier 1,Supermarket Type1,3066.6748,28,Drinks,0.9999603743758501
FDH12,9.6,Low Fat,0.085434195,Baking Goods,105.028,OUT017,2007,Small,Tier 2,Supermarket Type1,2556.672,18,Food,0.8450698750213856
FDQ13,11.1,Low Fat,0.010658153,Canned,83.0908,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252,26,Food,0.8904569210191171
NCQ06,13.0,Low Fat,0.041994899,Household,254.7014,OUT018,2009,Medium,Tier 3,Supermarket Type2,5100.028,16,Non-Consumable,0.9260469325649119
FDL40,12.857645184135976,Low Fat,0.011556919,Frozen Foods,94.741,OUT027,1985,Medium,Tier 3,Supermarket Type3,1641.197,40,Food,1.0437620757483004
NCE54,20.7,Low Fat,0.0,Household,74.3354,OUT018,2009,Medium,Tier 3,Supermarket Type2,1880.885,16,Non-Consumable,0.0
FDL58,5.78,Regular,0.124110349,Snack Foods,262.3568,OUT010,1998,Small,Tier 3,Grocery Store,790.9704,27,Food,1.7434388254667856
FDW38,5.325,Regular,0.139244918,Dairy,53.0298,OUT018,2009,Medium,Tier 3,Supermarket Type2,377.5086,16,Food,1.237701722411246
FDD17,7.5,Low Fat,0.032599801,Frozen Foods,238.1906,OUT013,1987,High,Tier 3,Supermarket Type1,3327.6684,38,Food,1.046687136328754
FDK25,11.6,Regular,0.157075658,Breakfast,166.6474,OUT049,1999,Medium,Tier 1,Supermarket Type1,4211.185,26,Food,0.8896015719160417
FDR22,12.857645184135976,Regular,0.018472714,Snack Foods,109.9544,OUT027,1985,Medium,Tier 3,Supermarket Type3,5257.1568,40,Food,0.9067771263609783
FDU35,6.44,Low Fat,0.0,Breads,99.87,OUT045,2002,Small,Tier 2,Supermarket Type1,1498.05,23,Food,0.0
FDR35,12.5,Low Fat,0.020739698,Breads,198.9742,OUT045,2002,Small,Tier 2,Supermarket Type1,995.371,23,Food,1.0017714873383572
NCZ18,7.825,Low Fat,0.186825823,Household,253.5698,OUT018,2009,Medium,Tier 3,Supermarket Type2,3805.047,16,Non-Consumable,1.0399768191021184
FDF22,6.865,Low Fat,0.09512291,Snack Foods,212.3218,OUT010,1998,Small,Tier 3,Grocery Store,427.4436,27,Food,1.5415872161211122
FDD17,7.5,Low Fat,0.03269312,Frozen Foods,238.7906,OUT045,2002,Small,Tier 2,Supermarket Type1,4040.7402,23,Food,1.0496833447066845
DRD37,9.8,Low Fat,0.013841737,Soft Drinks,45.206,OUT046,1997,Small,Tier 1,Supermarket Type1,1211.756,28,Drinks,0.9107141511035205
FDC08,19.0,Regular,0.103449993,Fruits and Vegetables,225.472,OUT046,1997,Small,Tier 1,Supermarket Type1,3169.208,28,Food,0.8988317814341005
FDU57,8.27,Regular,0.089554186,Snack Foods,150.8708,OUT046,1997,Small,Tier 1,Supermarket Type1,2407.5328,28,Food,0.8818111520963726
FDZ58,17.85,Low Fat,0.052257982,Snack Foods,121.8072,OUT049,1999,Medium,Tier 1,Supermarket Type1,2450.144,26,Food,0.9037992858568454
FDY01,11.8,Regular,0.170251293,Canned,116.4834,OUT035,2004,Small,Tier 2,Supermarket Type1,1958.1178,21,Food,0.9986606888709407
FDG09,20.6,Regular,0.048131556,Fruits and Vegetables,187.1556,OUT018,2009,Medium,Tier 3,Supermarket Type2,4693.89,16,Food,0.9334195297223852
NCE54,20.7,Low Fat,0.026899856,Household,73.9354,OUT046,1997,Small,Tier 1,Supermarket Type1,677.1186,28,Non-Consumable,1.0318996856558755
FDB34,15.25,Low Fat,0.026663778,Snack Foods,87.0198,OUT045,2002,Small,Tier 2,Supermarket Type1,2442.1544,23,Food,0.9130599642526671
FDT24,12.35,Regular,0.0,Baking Goods,76.2328,OUT046,1997,Small,Tier 1,Supermarket Type1,1544.656,28,Food,0.0
FDZ08,12.5,Regular,0.109900843,Fruits and Vegetables,83.0592,OUT013,1987,High,Tier 3,Supermarket Type1,743.0328,38,Food,1.1650403877090192
NCI54,15.2,Low Fat,0.033651278,Household,108.9912,OUT049,1999,Medium,Tier 1,Supermarket Type1,1965.4416,26,Non-Consumable,0.9561594027199926
FDU34,18.25,Low Fat,0.075311837,Snack Foods,122.6046,OUT049,1999,Medium,Tier 1,Supermarket Type1,2988.1104,26,Food,1.0004900814817304
FDP23,6.71,Low Fat,0.0,Breads,218.9166,OUT013,1987,High,Tier 3,Supermarket Type1,2394.8826,38,Food,0.0
NCV29,12.857645184135976,Low Fat,0.039996021,Health and Hygiene,176.7686,OUT019,1985,Small,Tier 1,Grocery Store,888.843,40,Non-Consumable,1.3624630733219696
FDG10,12.857645184135976,Regular,0.010886324,Snack Foods,57.2588,OUT027,1985,Medium,Tier 3,Supermarket Type3,801.6232,40,Food,0.8040879582228441
FDZ56,12.857645184135976,Low Fat,0.04506213,Fruits and Vegetables,167.5474,OUT019,1985,Small,Tier 1,Grocery Store,1010.6844,40,Food,1.5566549053502001
NCL41,12.35,Low Fat,0.041729735,Health and Hygiene,36.3216,OUT035,2004,Small,Tier 2,Supermarket Type1,276.9728,21,Non-Consumable,0.88714805871954
FDM39,6.42,Low Fat,0.053426165,Dairy,178.7002,OUT013,1987,High,Tier 3,Supermarket Type1,4477.505,38,Food,0.8805182428326338
NCZ54,14.65,Low Fat,0.083488992,Household,161.3552,OUT049,1999,Medium,Tier 1,Supermarket Type1,7148.0288,26,Non-Consumable,1.0380826763196134
FDT59,13.65,Low Fat,0.0,Breads,229.4668,OUT049,1999,Medium,Tier 1,Supermarket Type1,4837.7028,26,Food,0.0
FDV20,20.2,Regular,0.060045008,Fruits and Vegetables,128.3678,OUT018,2009,Medium,Tier 3,Supermarket Type2,1398.8458,16,Food,0.9534874376002342
NCE43,12.5,Low Fat,0.10402738,Household,172.2448,OUT017,2007,Small,Tier 2,Supermarket Type1,1874.8928,18,Non-Consumable,0.886131489667295
FDP15,12.857645184135976,Low Fat,0.083536071,Meat,255.433,OUT027,1985,Medium,Tier 3,Supermarket Type3,9227.988,40,Food,2.0
FDO16,5.48,Low Fat,0.015169739,Frozen Foods,82.225,OUT018,2009,Medium,Tier 3,Supermarket Type2,2247.075,16,Food,0.8836418146780523
NCP41,12.857645184135976,Low Fat,0.028382853,Health and Hygiene,109.4596,OUT019,1985,Small,Tier 1,Grocery Store,647.1576,40,Non-Consumable,1.290273254042086
DRD01,12.1,Regular,0.061299601,Soft Drinks,56.2614,OUT045,2002,Small,Tier 2,Supermarket Type1,552.614,23,Drinks,0.9994048627581246
FDM56,16.7,Low Fat,0.070588621,Fruits and Vegetables,107.9912,OUT017,2007,Small,Tier 2,Supermarket Type1,1419.4856,18,Food,1.0583957156767845
FDS22,16.85,Regular,0.023201357,Snack Foods,45.9428,OUT045,2002,Small,Tier 2,Supermarket Type1,307.5996,23,Food,1.0016287603293939
FDX20,7.365,Low Fat,0.042626422,Fruits and Vegetables,227.072,OUT049,1999,Medium,Tier 1,Supermarket Type1,4074.696,26,Food,0.9237238279605781
FDE34,9.195,Low Fat,0.108501676,Snack Foods,183.6634,OUT017,2007,Small,Tier 2,Supermarket Type1,2362.9242,18,Food,0.9026233623191952
FDV50,14.3,Low Fat,0.122571209,Dairy,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,985.384,28,Food,0.99791384898751
NCU17,5.32,Low Fat,0.093408695,Health and Hygiene,101.2674,OUT017,2007,Small,Tier 2,Supermarket Type1,2241.0828,18,Non-Consumable,1.1716487142908716
NCP53,12.857645184135976,Low Fat,0.032731074,Health and Hygiene,235.6906,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,40,Non-Consumable,0.9941495776681057
FDW09,13.65,Regular,0.043386131,Snack Foods,80.2302,OUT010,1998,Small,Tier 3,Grocery Store,79.2302,27,Food,1.5261190914513885
FDW55,12.6,Regular,0.021969896,Fruits and Vegetables,248.6092,OUT046,1997,Small,Tier 1,Supermarket Type1,3237.1196,28,Food,1.0710949487410628
NCE31,12.857645184135976,Low Fat,0.183948465,Household,33.6216,OUT027,1985,Medium,Tier 3,Supermarket Type3,934.7832,40,Non-Consumable,0.9170444124351702
FDO49,10.6,Regular,0.033052168,Breakfast,49.7008,OUT046,1997,Small,Tier 1,Supermarket Type1,961.4152,28,Food,0.842533952592131
FDH34,12.857645184135976,Low Fat,0.054443762,Snack Foods,184.6582,OUT019,1985,Small,Tier 1,Grocery Store,185.7582,40,Food,1.5216391623493513
FDJ38,8.6,Regular,0.040172077,Canned,188.553,OUT013,1987,High,Tier 3,Supermarket Type1,3795.06,38,Food,0.9974615952136933
FDG32,19.85,Low Fat,0.175995526,Fruits and Vegetables,224.0772,OUT046,1997,Small,Tier 1,Supermarket Type1,1556.6404,28,Food,0.9029122281182009
DRQ35,9.3,Low Fat,0.042530668,Hard Drinks,125.5388,OUT017,2007,Small,Tier 2,Supermarket Type1,2848.2924,18,Drinks,1.0045873839472372
FDK25,12.857645184135976,Regular,0.274592283,Breakfast,167.8474,OUT019,1985,Small,Tier 1,Grocery Store,336.8948,40,Food,1.5551596581108358
FDD58,7.76,Low Fat,0.059594017,Snack Foods,99.67,OUT018,2009,Medium,Tier 3,Supermarket Type2,1897.53,16,Food,0.8917236394000452
FDB15,10.895,Low Fat,0.136784873,Dairy,265.2568,OUT035,2004,Small,Tier 2,Supermarket Type1,4218.5088,21,Food,0.9108046809849791
DRF60,10.8,Low Fat,0.0,Soft Drinks,238.1564,OUT018,2009,Medium,Tier 3,Supermarket Type2,5243.8408,16,Drinks,0.0
FDH04,12.857645184135976,Regular,0.019912606,Frozen Foods,91.0488,OUT019,1985,Small,Tier 1,Grocery Store,271.6464,40,Food,1.4711343822665732
FDM04,9.195,Regular,0.04719387,Frozen Foods,52.8666,OUT049,1999,Medium,Tier 1,Supermarket Type1,1384.1982,26,Food,0.999844417842335
FDO58,19.6,Low Fat,0.039638705,Snack Foods,166.0526,OUT049,1999,Medium,Tier 1,Supermarket Type1,3124.5994,26,Food,1.001594058025161
FDQ24,15.7,Low Fat,0.074083388,Baking Goods,253.3724,OUT017,2007,Small,Tier 2,Supermarket Type1,6795.1548,18,Food,0.8726934105844663
DRP35,18.85,Low Fat,0.091051579,Hard Drinks,127.4336,OUT045,2002,Small,Tier 2,Supermarket Type1,894.8352,23,Drinks,0.9158611322155003
DRI47,14.7,Low Fat,0.02090277,Hard Drinks,144.5128,OUT013,1987,High,Tier 3,Supermarket Type1,3307.6944,38,Drinks,0.8976708721077491
FDF35,15.0,Low Fat,0.153861181,Starchy Foods,108.5938,OUT013,1987,High,Tier 3,Supermarket Type1,1393.5194,38,Food,0.9975283090182522
FDP31,21.1,Regular,0.161504957,Fruits and Vegetables,65.0168,OUT046,1997,Small,Tier 1,Supermarket Type1,639.168,28,Food,0.9990612094497121
FDQ52,17.0,Low Fat,0.119871307,Frozen Foods,248.3434,OUT018,2009,Medium,Tier 3,Supermarket Type2,6208.585,16,Food,1.0031672272664758
FDM12,16.7,Regular,0.069903773,Baking Goods,188.6214,OUT035,2004,Small,Tier 2,Supermarket Type1,565.2642,21,Food,0.8152266596528045
NCS42,8.6,Low Fat,0.069416467,Household,92.5146,OUT046,1997,Small,Tier 1,Supermarket Type1,2006.7212,28,Non-Consumable,0.998247563572081
FDO31,6.76,Regular,0.02914662,Fruits and Vegetables,79.296,OUT017,2007,Small,Tier 2,Supermarket Type1,1118.544,18,Food,1.004841435836499
FDU19,8.77,Regular,0.046771477,Fruits and Vegetables,173.9422,OUT046,1997,Small,Tier 1,Supermarket Type1,3103.9596,28,Food,1.1415067215816077
NCE19,12.857645184135976,Low Fat,0.092564193,Household,53.4956,OUT027,1985,Medium,Tier 3,Supermarket Type3,2129.2284,40,Non-Consumable,0.8990154752970196
FDR16,5.845,Regular,0.104998144,Frozen Foods,213.2218,OUT035,2004,Small,Tier 2,Supermarket Type1,7266.5412,21,Food,0.9980014588314493
FDF56,16.7,Regular,0.119704498,Fruits and Vegetables,181.9976,OUT045,2002,Small,Tier 2,Supermarket Type1,5432.928,23,Food,0.8648078790870786
DRJ59,11.65,Low Fat,0.03242518,Hard Drinks,38.8164,OUT010,1998,Small,Tier 3,Grocery Store,77.2328,27,Drinks,1.7691692769232965
FDH16,12.857645184135976,Low Fat,0.052300844,Frozen Foods,88.283,OUT027,1985,Medium,Tier 3,Supermarket Type3,2157.192,40,Food,0.9948517424335935
FDI28,14.3,Low Fat,0.026362624,Frozen Foods,78.3302,OUT049,1999,Medium,Tier 1,Supermarket Type1,1267.6832,26,Food,1.0012240543430273
FDC58,12.857645184135976,Low Fat,0.0,Snack Foods,45.7428,OUT027,1985,Medium,Tier 3,Supermarket Type3,615.1992,40,Food,0.0
FDU13,8.355,Low Fat,0.187558629,Canned,148.0418,OUT046,1997,Small,Tier 1,Supermarket Type1,1471.418,28,Food,1.0303974227438317
FDX58,13.15,Low Fat,0.04376368,Snack Foods,183.095,OUT046,1997,Small,Tier 1,Supermarket Type1,1830.95,28,Food,0.9219595405923378
FDU16,19.25,Regular,0.0,Frozen Foods,82.5908,OUT045,2002,Small,Tier 2,Supermarket Type1,922.7988,23,Food,0.0
FDX35,5.035,Regular,0.080072603,Breads,228.2036,OUT045,2002,Small,Tier 2,Supermarket Type1,2504.7396,23,Food,1.0530541470283559
FDL21,15.85,Regular,0.007146415,Snack Foods,41.048,OUT046,1997,Small,Tier 1,Supermarket Type1,798.96,28,Food,0.8692813705987918
DRM37,15.35,Low Fat,0.096317593,Soft Drinks,197.3768,OUT013,1987,High,Tier 3,Supermarket Type1,3350.3056,38,Drinks,0.8298212202340075
FDR35,12.5,Low Fat,0.020729902,Breads,197.2742,OUT049,1999,Medium,Tier 1,Supermarket Type1,3782.4098,26,Food,1.0012983197208747
FDW32,18.35,Regular,0.15783357,Fruits and Vegetables,87.5882,OUT010,1998,Small,Tier 3,Grocery Store,171.7764,27,Food,1.3899071965409497
FDY34,12.857645184135976,Regular,0.010928678,Snack Foods,167.0842,OUT027,1985,Medium,Tier 3,Supermarket Type3,6465.5838,40,Food,0.864800118380373
FDQ44,20.5,Low Fat,0.036110222,Fruits and Vegetables,120.1756,OUT013,1987,High,Tier 3,Supermarket Type1,2059.9852,38,Food,0.9974305617474499
DRD24,13.85,Low Fat,0.030842963,Soft Drinks,143.1154,OUT049,1999,Medium,Tier 1,Supermarket Type1,2552.6772,26,Drinks,0.9129461437581124
DRE12,4.59,Low Fat,0.0,Soft Drinks,111.186,OUT045,2002,Small,Tier 2,Supermarket Type1,1245.046,23,Drinks,0.0
NCX29,10.0,Low Fat,0.089078338,Health and Hygiene,147.1102,OUT013,1987,High,Tier 3,Supermarket Type1,2916.204,38,Non-Consumable,0.847391186854501
FDS07,12.35,Low Fat,0.100164204,Fruits and Vegetables,113.6518,OUT018,2009,Medium,Tier 3,Supermarket Type2,1593.9252,16,Food,1.001845018810036
FDI27,12.857645184135976,Regular,0.045763623,Dairy,43.8744,OUT027,1985,Medium,Tier 3,Supermarket Type3,1222.4088,40,Food,1.3274340387707682
FDL02,20.0,Regular,0.10399676,Canned,107.4622,OUT013,1987,High,Tier 3,Supermarket Type1,1587.933,38,Food,0.8411223130054002
FDN58,13.8,Regular,0.057104066,Snack Foods,232.6984,OUT018,2009,Medium,Tier 3,Supermarket Type2,1390.1904,16,Food,1.0041129829773645
DRK12,9.5,Low Fat,0.041971264,Soft Drinks,33.39,OUT045,2002,Small,Tier 2,Supermarket Type1,732.38,23,Drinks,1.1439575697192539
FDC60,5.425,Regular,0.114472403,Baking Goods,88.3514,OUT046,1997,Small,Tier 1,Supermarket Type1,2833.6448,28,Food,0.73660452986318
FDV45,16.75,Low Fat,0.045117476,Snack Foods,187.9556,OUT049,1999,Medium,Tier 1,Supermarket Type1,2440.8228,26,Food,0.9042972367277665
FDB23,19.2,Regular,0.0,Starchy Foods,223.8062,OUT045,2002,Small,Tier 2,Supermarket Type1,5642.655,23,Food,0.0
NCA29,10.5,Low Fat,0.02727641,Household,171.3106,OUT046,1997,Small,Tier 1,Supermarket Type1,3593.3226,28,Non-Consumable,0.880525062412038
FDO20,12.85,Regular,0.152747503,Fruits and Vegetables,252.0382,OUT018,2009,Medium,Tier 3,Supermarket Type2,4037.4112,16,Food,1.202420097553642
NCH55,12.857645184135976,Low Fat,0.060706749,Household,127.502,OUT019,1985,Small,Tier 1,Grocery Store,379.506,40,Non-Consumable,1.650101626650022
FDO32,6.36,Low Fat,0.120788077,Fruits and Vegetables,45.706,OUT045,2002,Small,Tier 2,Supermarket Type1,838.908,23,Food,1.0010958906964986
FDS59,12.857645184135976,Regular,0.076851759,Breads,111.857,OUT019,1985,Small,Tier 1,Grocery Store,109.857,40,Food,1.45474617416868
FDR59,14.5,Regular,0.063810405,Breads,263.2594,OUT013,1987,High,Tier 3,Supermarket Type1,2878.2534,38,Food,0.9211923053768624
FDS55,7.02,Low Fat,0.081328781,Fruits and Vegetables,150.0734,OUT045,2002,Small,Tier 2,Supermarket Type1,4454.202,23,Food,1.0337850971797502
